case_id,source_year,stock_code_raw,stock_code_wind,dataset_split,split_reason,is_blind_test
ipo_2024_02410,2024,02410,2410.HK,development_exception,used_by_v0.2_real_case_001,false
ipo_2024_02431,2024,02431,2431.HK,validation,chronological_2024,false
ipo_2024_02432,2024,02432,2432.HK,validation,chronological_2024,false
ipo_2024_02438,2024,02438,2438.HK,validation,chronological_2024,false
ipo_2024_02443,2024,02443,2443.HK,validation,chronological_2024,false
ipo_2024_02460,2024,02460,2460.HK,validation,chronological_2024,false
ipo_2024_02465,2024,02465,2465.HK,validation,chronological_2024,false
ipo_2024_02479,2024,02479,2479.HK,validation,chronological_2024,false
ipo_2024_02495,2024,02495,2495.HK,validation,chronological_2024,false
ipo_2024_02497,2024,02497,2497.HK,validation,chronological_2024,false
ipo_2024_02505,2024,02505,2505.HK,validation,chronological_2024,false
ipo_2024_02506,2024,02506,2506.HK,validation,chronological_2024,false
ipo_2024_02507,2024,02507,2507.HK,validation,chronological_2024,false
ipo_2024_02509,2024,02509,2509.HK,validation,chronological_2024,false
ipo_2024_02510,2024,02510,2510.HK,validation,chronological_2024,false
ipo_2024_02512,2024,02512,2512.HK,validation,chronological_2024,false
ipo_2024_02515,2024,02515,2515.HK,validation,chronological_2024,false
ipo_2024_02519,2024,02519,2519.HK,validation,chronological_2024,false
ipo_2024_02522,2024,02522,2522.HK,validation,chronological_2024,false
ipo_2024_02529,2024,02529,2529.HK,validation,chronological_2024,false
ipo_2024_02530,2024,02530,2530.HK,validation,chronological_2024,false
ipo_2024_02531,2024,02531,2531.HK,validation,chronological_2024,false
ipo_2024_02533,2024,02533,2533.HK,validation,chronological_2024,false
ipo_2024_02535,2024,02535,2535.HK,validation,chronological_2024,false
ipo_2024_02536,2024,02536,2536.HK,validation,chronological_2024,false
ipo_2024_02540,2024,02540,2540.HK,validation,chronological_2024,false
ipo_2024_02545,2024,02545,2545.HK,validation,chronological_2024,false
ipo_2024_02549,2024,02549,2549.HK,validation,chronological_2024,false
ipo_2024_02550,2024,02550,2550.HK,validation,chronological_2024,false
ipo_2024_02551,2024,02551,2551.HK,validation,chronological_2024,false
ipo_2024_02555,2024,02555,2555.HK,validation,chronological_2024,false
ipo_2024_02556,2024,02556,2556.HK,validation,chronological_2024,false
ipo_2024_02559,2024,02559,2559.HK,validation,chronological_2024,false
ipo_2024_02560,2024,02560,2560.HK,validation,chronological_2024,false
ipo_2024_02563,2024,02563,2563.HK,validation,chronological_2024,false
ipo_2024_02566,2024,02566,2566.HK,validation,chronological_2024,false
ipo_2024_02567,2024,02567,2567.HK,validation,chronological_2024,false
ipo_2024_02570,2024,02570,2570.HK,validation,chronological_2024,false
ipo_2024_02571,2024,02571,2571.HK,validation,chronological_2024,false
ipo_2024_02576,2024,02576,2576.HK,validation,chronological_2024,false
ipo_2024_02577,2024,02577,2577.HK,validation,chronological_2024,false
ipo_2024_02582,2024,02582,2582.HK,validation,chronological_2024,false
ipo_2024_02585,2024,02585,2585.HK,validation,chronological_2024,false
ipo_2024_02586,2024,02586,2586.HK,validation,chronological_2024,false
ipo_2024_02587,2024,02587,2587.HK,validation,chronological_2024,false
ipo_2024_02593,2024,02593,2593.HK,validation,chronological_2024,false
ipo_2024_02596,2024,02596,2596.HK,validation,chronological_2024,false
ipo_2024_02598,2024,02598,2598.HK,validation,chronological_2024,false
ipo_2024_02613,2024,02613,2613.HK,validation,chronological_2024,false
ipo_2024_02881,2024,02881,2881.HK,validation,chronological_2024,false
ipo_2024_02898,2024,02898,2898.HK,validation,chronological_2024,false
ipo_2024_06086,2024,06086,6086.HK,validation,chronological_2024,false
ipo_2024_06181,2024,06181,6181.HK,validation,chronological_2024,false
ipo_2024_06657,2024,06657,6657.HK,validation,chronological_2024,false
ipo_2024_06681,2024,06681,6681.HK,validation,chronological_2024,false
ipo_2024_06936,2024,06936,6936.HK,validation,chronological_2024,false
ipo_2024_08529,2024,08529,8529.HK,validation,chronological_2024,false
ipo_2024_08629,2024,08629,8629.HK,validation,chronological_2024,false
ipo_2024_08637,2024,08637,8637.HK,validation,chronological_2024,false
ipo_2024_09639,2024,09639,9639.HK,validation,chronological_2024,false
ipo_2024_09660,2024,09660,9660.HK,validation,chronological_2024,false
ipo_2024_09680,2024,09680,9680.HK,validation,chronological_2024,false
ipo_2024_09879,2024,09879,9879.HK,validation,chronological_2024,false
ipo_2025_00100,2025,00100,0100.HK,blind_test,chronological_2025_holdout,true
ipo_2025_00501,2025,00501,0501.HK,blind_test,chronological_2025_holdout,true
ipo_2025_00638,2025,00638,0638.HK,blind_test,chronological_2025_holdout,true
ipo_2025_00699,2025,00699,0699.HK,blind_test,chronological_2025_holdout,true
ipo_2025_00800,2025,00800,0800.HK,blind_test,chronological_2025_holdout,true
ipo_2025_01276,2025,01276,1276.HK,blind_test,chronological_2025_holdout,true
ipo_2025_01304,2025,01304,1304.HK,blind_test,chronological_2025_holdout,true
ipo_2025_01333,2025,01333,1333.HK,blind_test,chronological_2025_holdout,true
ipo_2025_01364,2025,01364,1364.HK,blind_test,chronological_2025_holdout,true
ipo_2025_01384,2025,01384,1384.HK,blind_test,chronological_2025_holdout,true
ipo_2025_01641,2025,01641,1641.HK,blind_test,chronological_2025_holdout,true
ipo_2025_01828,2025,01828,1828.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02026,2025,02026,2026.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02050,2025,02050,2050.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02076,2025,02076,2076.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02097,2025,02097,2097.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02259,2025,02259,2259.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02396,2025,02396,2396.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02408,2025,02408,2408.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02508,2025,02508,2508.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02513,2025,02513,2513.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02525,2025,02525,2525.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02539,2025,02539,2539.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02543,2025,02543,2543.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02546,2025,02546,2546.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02553,2025,02553,2553.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02561,2025,02561,2561.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02565,2025,02565,2565.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02569,2025,02569,2569.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02573,2025,02573,2573.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02575,2025,02575,2575.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02579,2025,02579,2579.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02580,2025,02580,2580.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02581,2025,02581,2581.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02583,2025,02583,2583.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02589,2025,02589,2589.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02590,2025,02590,2590.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02591,2025,02591,2591.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02592,2025,02592,2592.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02595,2025,02595,2595.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02597,2025,02597,2597.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02603,2025,02603,2603.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02605,2025,02605,2605.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02609,2025,02609,2609.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02610,2025,02610,2610.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02615,2025,02615,2615.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02617,2025,02617,2617.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02619,2025,02619,2619.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02621,2025,02621,2621.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02625,2025,02625,2625.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02627,2025,02627,2627.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02629,2025,02629,2629.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02630,2025,02630,2630.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02631,2025,02631,2631.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02635,2025,02635,2635.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02637,2025,02637,2637.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02643,2025,02643,2643.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02648,2025,02648,2648.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02651,2025,02651,2651.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02655,2025,02655,2655.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02656,2025,02656,2656.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02657,2025,02657,2657.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02658,2025,02658,2658.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02659,2025,02659,2659.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02661,2025,02661,2661.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02670,2025,02670,2670.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02671,2025,02671,2671.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02675,2025,02675,2675.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02676,2025,02676,2676.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02685,2025,02685,2685.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02687,2025,02687,2687.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02691,2025,02691,2691.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02693,2025,02693,2693.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02695,2025,02695,2695.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02698,2025,02698,2698.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02718,2025,02718,2718.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02788,2025,02788,2788.HK,blind_test,chronological_2025_holdout,true
ipo_2025_02865,2025,02865,2865.HK,blind_test,chronological_2025_holdout,true
ipo_2025_03288,2025,03288,3288.HK,blind_test,chronological_2025_holdout,true
ipo_2025_03317,2025,03317,3317.HK,blind_test,chronological_2025_holdout,true
ipo_2025_03378,2025,03378,3378.HK,blind_test,chronological_2025_holdout,true
ipo_2025_03636,2025,03636,3636.HK,blind_test,chronological_2025_holdout,true
ipo_2025_03677,2025,03677,3677.HK,blind_test,chronological_2025_holdout,true
ipo_2025_03696,2025,03696,3696.HK,blind_test,chronological_2025_holdout,true
ipo_2025_03750,2025,03750,3750.HK,blind_test,chronological_2025_holdout,true
ipo_2025_03858,2025,03858,3858.HK,blind_test,chronological_2025_holdout,true
ipo_2025_03880,2025,03880,3880.HK,blind_test,chronological_2025_holdout,true
ipo_2025_03881,2025,03881,3881.HK,blind_test,chronological_2025_holdout,true
ipo_2025_03887,2025,03887,3887.HK,blind_test,chronological_2025_holdout,true
ipo_2025_03986,2025,03986,3986.HK,blind_test,chronological_2025_holdout,true
ipo_2025_06031,2025,06031,6031.HK,blind_test,chronological_2025_holdout,true
ipo_2025_06082,2025,06082,6082.HK,blind_test,chronological_2025_holdout,true
ipo_2025_06090,2025,06090,6090.HK,blind_test,chronological_2025_holdout,true
ipo_2025_06166,2025,06166,6166.HK,blind_test,chronological_2025_holdout,true
ipo_2025_06168,2025,06168,6168.HK,blind_test,chronological_2025_holdout,true
ipo_2025_06600,2025,06600,6600.HK,blind_test,chronological_2025_holdout,true
ipo_2025_06603,2025,06603,6603.HK,blind_test,chronological_2025_holdout,true
ipo_2025_06613,2025,06613,6613.HK,blind_test,chronological_2025_holdout,true
ipo_2025_06651,2025,06651,6651.HK,blind_test,chronological_2025_holdout,true
ipo_2025_06687,2025,06687,6687.HK,blind_test,chronological_2025_holdout,true
ipo_2025_06693,2025,06693,6693.HK,blind_test,chronological_2025_holdout,true
ipo_2025_06831,2025,06831,6831.HK,blind_test,chronological_2025_holdout,true
ipo_2025_06883,2025,06883,6883.HK,blind_test,chronological_2025_holdout,true
ipo_2025_06938,2025,06938,6938.HK,blind_test,chronological_2025_holdout,true
ipo_2025_06960,2025,06960,6960.HK,blind_test,chronological_2025_holdout,true
ipo_2025_06980,2025,06980,6980.HK,blind_test,chronological_2025_holdout,true
ipo_2025_07618,2025,07618,7618.HK,blind_test,chronological_2025_holdout,true
ipo_2025_08610,2025,08610,8610.HK,blind_test,chronological_2025_holdout,true
ipo_2025_09606,2025,09606,9606.HK,blind_test,chronological_2025_holdout,true
ipo_2025_09609,2025,09609,9609.HK,blind_test,chronological_2025_holdout,true
ipo_2025_09678,2025,09678,9678.HK,blind_test,chronological_2025_holdout,true
ipo_2025_09881,2025,09881,9881.HK,blind_test,chronological_2025_holdout,true
ipo_2025_09887,2025,09887,9887.HK,blind_test,chronological_2025_holdout,true
ipo_2025_09903,2025,09903,9903.HK,blind_test,chronological_2025_holdout,true
ipo_2025_09927,2025,09927,9927.HK,blind_test,chronological_2025_holdout,true
ipo_2025_09973,2025,09973,9973.HK,blind_test,chronological_2025_holdout,true
