case_id,source_year,source_filename,relative_path,stock_code_raw,stock_code_wind,code_match_method,disclosure_date,company_short_name,offering_type,file_size_bytes,sha256,pdf_page_count,is_text_pdf,parser_status,parser_error_count,eod_available,dataset_split,annotation_status,notes
ipo_2020_09929,2020,09929_31-01-2020_澳達控股_股份發售.pdf,2020_138份/09929_31-01-2020_澳達控股_股份發售.pdf,09929,9929.HK,filename_5digit_to_wind_hk_equity,2020-01-31,澳達控股,股份發售,4390662,950eb24c1421abfe13a5499bb7f3053d1bfa1a2cfd874c1035f03730e50880d2,472,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_09936,2020,09936_26-02-2020_稀美資源_全球發售.pdf,2020_138份/09936_26-02-2020_稀美資源_全球發售.pdf,09936,9936.HK,filename_5digit_to_wind_hk_equity,2020-02-26,稀美資源,全球發售,15979189,fb1f7ee9ac632cce163a6d4b15038c0e6dc43f8ac984b7ec0b1d7b2b52fe87b7,490,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_09939,2020,09939_12-05-2020_開拓藥業－Ｂ_全球發售.pdf,2020_138份/09939_12-05-2020_開拓藥業－Ｂ_全球發售.pdf,09939,9939.HK,filename_5digit_to_wind_hk_equity,2020-05-12,開拓藥業－Ｂ,全球發售,7926776,b0da0761d8da90a58251ff45ef1c0bd863213b1dc1cbc12f5cffb45a5ef29433,512,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_09958,2020,09958_10-06-2020_力天影業_全球發售.pdf,2020_138份/09958_10-06-2020_力天影業_全球發售.pdf,09958,9958.HK,filename_5digit_to_wind_hk_equity,2020-06-10,力天影業,全球發售,6772392,3b681b99745289bd8c823cb5f6238835fc7ea19fded69619d84cd708a44888bb,523,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_09969,2020,09969_11-03-2020_諾誠健華－Ｂ_全球發售.pdf,2020_138份/09969_11-03-2020_諾誠健華－Ｂ_全球發售.pdf,09969,9969.HK,filename_5digit_to_wind_hk_equity,2020-03-11,諾誠健華－Ｂ,全球發售,9243311,56ab9e392206072c3f8c035fc38ca68e0772619d850f6d0eacfc25914f25a8af,552,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_09977,2020,09977_30-06-2020_鳳祥股份_全球發售.pdf,2020_138份/09977_30-06-2020_鳳祥股份_全球發售.pdf,09977,9977.HK,filename_5digit_to_wind_hk_equity,2020-06-30,鳳祥股份,全球發售,45976964,9f8484823eaef82aa3b2f894889714a7ca9f37cc47b67706bfb2646608ea29e5,711,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_09979,2020,09979_29-06-2020_綠城管理控股_全球發售.pdf,2020_138份/09979_29-06-2020_綠城管理控股_全球發售.pdf,09979,9979.HK,filename_5digit_to_wind_hk_equity,2020-06-29,綠城管理控股,全球發售,4823044,097d1acb2004a6e4ac77316420ed97177c5475299bcb83cb8821d6bf9c7329ea,583,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_09983,2020,09983_05-05-2020_建業新生活_全球發售.pdf,2020_138份/09983_05-05-2020_建業新生活_全球發售.pdf,09983,9983.HK,filename_5digit_to_wind_hk_equity,2020-05-05,建業新生活,全球發售,40584104,cd2aa38787e55fe3dfb32763224c7b47c1b8c75732581c19405977b774d6ef0f,566,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_09986,2020,09986_30-06-2020_大山教育_股份發售.pdf,2020_138份/09986_30-06-2020_大山教育_股份發售.pdf,09986,9986.HK,filename_5digit_to_wind_hk_equity,2020-06-30,大山教育,股份發售,15423783,ba5f00703a5535c1b75eb5d9af50d5397966f2c8accee78e5c1299785b79bbff,611,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_09987,2020,09987_01-09-2020_百勝中國－Ｓ_全球發售.pdf,2020_138份/09987_01-09-2020_百勝中國－Ｓ_全球發售.pdf,09987,9987.HK,filename_5digit_to_wind_hk_equity,2020-09-01,百勝中國－Ｓ,全球發售,45656356,f163488fa518670097de474cc3ddb3f7734763d1c6af0a44cb2cb2c73071cab3,394,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_09989,2020,09989_24-06-2020_海普瑞_全球發售.pdf,2020_138份/09989_24-06-2020_海普瑞_全球發售.pdf,09989,9989.HK,filename_5digit_to_wind_hk_equity,2020-06-24,海普瑞,全球發售,41330709,b17e5157dcee0bc5f27c79b0fdce5dff03b93e4a37cc41e0ff149fec6c79f2d2,794,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_09990,2020,09990_30-06-2020_祖龍娛樂_全球發售.pdf,2020_138份/09990_30-06-2020_祖龍娛樂_全球發售.pdf,09990,9990.HK,filename_5digit_to_wind_hk_equity,2020-06-30,祖龍娛樂,全球發售,15312751,79bdfaab603c6cbdb0cd65f94f5000336f01dbcfcd644d3acda52750f21a1499,510,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_09991,2020,09991_18-09-2020_寶尊電商－ＳＷ_全球發售.pdf,2020_138份/09991_18-09-2020_寶尊電商－ＳＷ_全球發售.pdf,09991,9991.HK,filename_5digit_to_wind_hk_equity,2020-09-18,寶尊電商－ＳＷ,全球發售,29592792,0dc61595aca7678ef2ddeddfacd0484c8896e817de709e152ea209340b64a752,470,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_09992,2020,09992_01-12-2020_泡泡瑪特_全球發售.pdf,2020_138份/09992_01-12-2020_泡泡瑪特_全球發售.pdf,09992,9992.HK,filename_5digit_to_wind_hk_equity,2020-12-01,泡泡瑪特,全球發售,10682531,465cd4b9e118532d07ee83ca12039bfca02e720c2b3b8ea9843742c7b30b40a4,632,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_09993,2020,09993_16-10-2020_金輝控股_全球發售.pdf,2020_138份/09993_16-10-2020_金輝控股_全球發售.pdf,09993,9993.HK,filename_5digit_to_wind_hk_equity,2020-10-16,金輝控股,全球發售,8030260,7c1339645eee4c895855f3c706930f0fa1fd43d7ba369f5e80385336e9ce6f2c,688,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_09995,2020,09995_28-10-2020_榮昌生物－Ｂ_全球發售.pdf,2020_138份/09995_28-10-2020_榮昌生物－Ｂ_全球發售.pdf,09995,9995.HK,filename_5digit_to_wind_hk_equity,2020-10-28,榮昌生物－Ｂ,全球發售,11344580,5849a8ae879985ddcc70529128c7791b386c940548a54e6ba28a08b260e2f8ee,766,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_09996,2020,09996_05-05-2020_沛嘉醫療－Ｂ_全球發售.pdf,2020_138份/09996_05-05-2020_沛嘉醫療－Ｂ_全球發售.pdf,09996,9996.HK,filename_5digit_to_wind_hk_equity,2020-05-05,沛嘉醫療－Ｂ,全球發售,6548433,cfbbb93a1e919048528df58e9d110967cfaac3a18b7e2ff3c1d0cefd5475d089,569,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_09997,2020,09997_16-06-2020_康基醫療_全球發售.pdf,2020_138份/09997_16-06-2020_康基醫療_全球發售.pdf,09997,9997.HK,filename_5digit_to_wind_hk_equity,2020-06-16,康基醫療,全球發售,7841446,3be4a7569fc35a53ea7d0400a956fed120c6cf4efa0698e2d7278e513cf09c06,480,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_09999,2020,09999_02-06-2020_網易－Ｓ_全球發售.pdf,2020_138份/09999_02-06-2020_網易－Ｓ_全球發售.pdf,09999,9999.HK,filename_5digit_to_wind_hk_equity,2020-06-02,網易－Ｓ,全球發售,28988532,be419ea0ed8dc4466c2c69480b564827a45ac63aee4dcef653187e36f2a9e3d0,458,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_00013,2021,00013_18-06-2021_和黃醫藥_全球發售.pdf,2021_88份/00013_18-06-2021_和黃醫藥_全球發售.pdf,00013,0013.HK,filename_5digit_to_wind_hk_equity,2021-06-18,和黃醫藥,全球發售,11957076,84ee3b9d141df98e3cdc4d85836e1ddcfa4dc983fd222a5258c44da468d13f47,819,true,not_run,0,true,development,shadow_manual_reviewed,B1 metadata inspection only; production Parser not run
ipo_2021_00020,2021,00020_07-12-2021_商湯－Ｗ_全球發售.pdf,2021_88份/00020_07-12-2021_商湯－Ｗ_全球發售.pdf,00020,0020.HK,filename_5digit_to_wind_hk_equity,2021-12-07,商湯－Ｗ,全球發售,58954430,664262c06a1c70d403ab05e8727d8a5c361e81ec22c02880aeed3715cfa6b0a9,761,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_00606,2021,00606_21-06-2021_中駿商管_全球發售.pdf,2021_88份/00606_21-06-2021_中駿商管_全球發售.pdf,00606,0606.HK,filename_5digit_to_wind_hk_equity,2021-06-21,中駿商管,全球發售,4902040,163c377cafbd01cd32a3fb8176787a3eb29b0f4512f04ca3e184017b1660d228,525,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_01024,2021,01024_26-01-2021_快手－Ｗ_全球發售.pdf,2021_88份/01024_26-01-2021_快手－Ｗ_全球發售.pdf,01024,1024.HK,filename_5digit_to_wind_hk_equity,2021-01-26,快手－Ｗ,全球發售,53051317,7f37b0bd780b18d368ec8d15350fbb9615497b2ae0546e4391cd7503602fea6d,848,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_01228,2021,01228_30-11-2021_北海康成－Ｂ_全球發售.pdf,2021_88份/01228_30-11-2021_北海康成－Ｂ_全球發售.pdf,01228,1228.HK,filename_5digit_to_wind_hk_equity,2021-11-30,北海康成－Ｂ,全球發售,8568172,284360d1b344e0a91a954ff53f2c5812856d2dddcd3d88bab96af7f339060e62,676,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_01413,2021,01413_26-02-2021_廣聯工程控股_股份發售.pdf,2021_88份/01413_26-02-2021_廣聯工程控股_股份發售.pdf,01413,1413.HK,filename_5digit_to_wind_hk_equity,2021-02-26,廣聯工程控股,股份發售,8280630,c44cfcb11038be254e385c8f8770359a783bb13dd4e09b5b8316996a6d52ee53,490,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_01473,2021,01473_29-01-2021_環聯連訊_股份發售.pdf,2021_88份/01473_29-01-2021_環聯連訊_股份發售.pdf,01473,1473.HK,filename_5digit_to_wind_hk_equity,2021-01-29,環聯連訊,股份發售,6765535,b704aa4cc77f9d77f98e848e26d45dbcaddc74bcc7579bbc78fbf87f1ed9c237,437,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_01491,2021,01491_29-10-2021_貝特集團控股_全球發售.pdf,2021_88份/01491_29-10-2021_貝特集團控股_全球發售.pdf,01491,1491.HK,filename_5digit_to_wind_hk_equity,2021-10-29,貝特集團控股,全球發售,37816730,13864fe879b32e2a4c2f4765a57401ffb9e1926a21eec39f421eabf49460f456,658,true,not_run,0,false,development,unreviewed,B1 metadata inspection only; production Parser not run; no EOD coverage; document-chain/degradation use only
ipo_2021_01927,2021,01927_26-02-2021_久久王_全球發售.pdf,2021_88份/01927_26-02-2021_久久王_全球發售.pdf,01927,1927.HK,filename_5digit_to_wind_hk_equity,2021-02-26,久久王,全球發售,12864892,13ec97ab513909d3a8ebf7e6b74f3e99f2b5559edd9a6897f92c6715528ddd5c,474,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_01948,2021,01948_26-10-2021_UJU HOLDING_全球發售.pdf,2021_88份/01948_26-10-2021_UJU HOLDING_全球發售.pdf,01948,1948.HK,filename_5digit_to_wind_hk_equity,2021-10-26,UJU HOLDING,全球發售,7442723,020fa8f7d38c289c8f8cf1e7a48273ab154b42460aae8e45c7fe9307787ea1a7,546,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_01965,2021,01965_25-06-2021_朗詩綠色生活_全球發售.pdf,2021_88份/01965_25-06-2021_朗詩綠色生活_全球發售.pdf,01965,1965.HK,filename_5digit_to_wind_hk_equity,2021-06-25,朗詩綠色生活,全球發售,5050467,cf9b95e7bd6bed87d4621767035e9d707662390867c3911f90e0aa1d50adc6d9,589,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02015,2021,02015_03-08-2021_理想汽車－Ｗ_全球發售.pdf,2021_88份/02015_03-08-2021_理想汽車－Ｗ_全球發售.pdf,02015,2015.HK,filename_5digit_to_wind_hk_equity,2021-08-03,理想汽車－Ｗ,全球發售,9728011,182f6d8aeb9436c058609e7e4f908419b2913859b3fddcbc610ea7ef5e931332,626,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02137,2021,02137_30-06-2021_騰盛博藥－Ｂ_全球發售.pdf,2021_88份/02137_30-06-2021_騰盛博藥－Ｂ_全球發售.pdf,02137,2137.HK,filename_5digit_to_wind_hk_equity,2021-06-30,騰盛博藥－Ｂ,全球發售,8931072,5b5816e86391892d1495b2341e00bf0b5f8fc36d8032de2b7f813d950e90d01b,684,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02150,2021,02150_18-06-2021_奈雪的茶_全球發售.pdf,2021_88份/02150_18-06-2021_奈雪的茶_全球發售.pdf,02150,2150.HK,filename_5digit_to_wind_hk_equity,2021-06-18,奈雪的茶,全球發售,5161097,52e8fc23b99ed355b6ad07e3dbe17779af399b483bb124fc73a3aa2fc61f5f4e,621,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02155,2021,02155_15-06-2021_森松國際_全球發售.pdf,2021_88份/02155_15-06-2021_森松國際_全球發售.pdf,02155,2155.HK,filename_5digit_to_wind_hk_equity,2021-06-15,森松國際,全球發售,7591126,7b162e9f2a5d6bd9fd618286197bc585e9917c83726e4d266d8bc4c449ba77c0,613,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02160,2021,02160_26-01-2021_心通醫療－Ｂ_全球發售.pdf,2021_88份/02160_26-01-2021_心通醫療－Ｂ_全球發售.pdf,02160,2160.HK,filename_5digit_to_wind_hk_equity,2021-01-26,心通醫療－Ｂ,全球發售,53564299,bd38e50bf3967507acb9c3978944d71b41f0b05a42de5b4233ff3c7e41df6687,544,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02161,2021,02161_26-01-2021_健倍苗苗_公開發售.pdf,2021_88份/02161_26-01-2021_健倍苗苗_公開發售.pdf,02161,2161.HK,filename_5digit_to_wind_hk_equity,2021-01-26,健倍苗苗,公開發售,33195560,6825c4c256edb324405750ecb7935f8ae281477cd11b63870f41de3916dbfeea,442,true,not_run,0,true,development,shadow_automatic,B1 metadata inspection only; production Parser not run
ipo_2021_02162,2021,02162_25-06-2021_康諾亞－Ｂ_全球發售.pdf,2021_88份/02162_25-06-2021_康諾亞－Ｂ_全球發售.pdf,02162,2162.HK,filename_5digit_to_wind_hk_equity,2021-06-25,康諾亞－Ｂ,全球發售,10876881,6c571d6977578ef192c45753449c4e8e3a8380745a5b588e8f33270582b8c311,580,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02165,2021,02165_29-06-2021_領悅服務集團_全球發售.pdf,2021_88份/02165_29-06-2021_領悅服務集團_全球發售.pdf,02165,2165.HK,filename_5digit_to_wind_hk_equity,2021-06-29,領悅服務集團,全球發售,5513253,9a5851799ee93b66f5b0baf12c83d32872290275fc9d251bb83ed6cf95a28f54,572,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02170,2021,02170_27-01-2021_貝康醫療－Ｂ_全球發售.pdf,2021_88份/02170_27-01-2021_貝康醫療－Ｂ_全球發售.pdf,02170,2170.HK,filename_5digit_to_wind_hk_equity,2021-01-27,貝康醫療－Ｂ,全球發售,36058014,ba2fc26cb587c117267ca4338deec27c45873248501081892de3abb21ba0a6da,613,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02171,2021,02171_07-06-2021_科濟藥業－Ｂ_全球發售.pdf,2021_88份/02171_07-06-2021_科濟藥業－Ｂ_全球發售.pdf,02171,2171.HK,filename_5digit_to_wind_hk_equity,2021-06-07,科濟藥業－Ｂ,全球發售,10840728,a9f9df7916d8284715cec2157bf767be3785b9b71b7ccd964c06b9fa0d9e69af,729,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02175,2021,02175_30-06-2021_中國通才教育_全球發售.pdf,2021_88份/02175_30-06-2021_中國通才教育_全球發售.pdf,02175,2175.HK,filename_5digit_to_wind_hk_equity,2021-06-30,中國通才教育,全球發售,19973513,26caf8d933ca7931a7bef55bba022abcbf4e0614943854bbf6defcd7fd20d49b,570,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02177,2021,02177_28-06-2021_優趣匯控股_全球發售.pdf,2021_88份/02177_28-06-2021_優趣匯控股_全球發售.pdf,02177,2177.HK,filename_5digit_to_wind_hk_equity,2021-06-28,優趣匯控股,全球發售,7752379,f8cc4f83874b6fcd5a74b88a286bc8b0d7e889a934b7b06ee77b249c51fa9af5,599,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02185,2021,02185_13-12-2021_百心安－Ｂ_全球發售.pdf,2021_88份/02185_13-12-2021_百心安－Ｂ_全球發售.pdf,02185,2185.HK,filename_5digit_to_wind_hk_equity,2021-12-13,百心安－Ｂ,全球發售,5563979,e4d2a644fa904e6a1e3715303c83e941371fe5d5afd447acbec8d7c61755fe8c,619,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02187,2021,02187_16-03-2021_智欣集團控股_股份發售.pdf,2021_88份/02187_16-03-2021_智欣集團控股_股份發售.pdf,02187,2187.HK,filename_5digit_to_wind_hk_equity,2021-03-16,智欣集團控股,股份發售,19674559,a5f4c12868b339c527a24d6c1e0a6325831f4a15cd983deec79592ee15ad7ce6,599,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02190,2021,02190_22-06-2021_歸創通橋－Ｂ_全球發售.pdf,2021_88份/02190_22-06-2021_歸創通橋－Ｂ_全球發售.pdf,02190,2190.HK,filename_5digit_to_wind_hk_equity,2021-06-22,歸創通橋－Ｂ,全球發售,11196907,930888e3492f193ace220d15efae981ba5474bdcdc020e8838af2c2ee360beed,716,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02191,2021,02191_05-05-2021_順豐房託_全球發售.pdf,2021_88份/02191_05-05-2021_順豐房託_全球發售.pdf,02191,2191.HK,filename_5digit_to_wind_hk_equity,2021-05-05,順豐房託,全球發售,9293868,0e1f2263004af216fd62da6253bd874b4b986f345018094e01c1c49238c8dbb5,648,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02192,2021,02192_30-06-2021_醫脈通_全球發售.pdf,2021_88份/02192_30-06-2021_醫脈通_全球發售.pdf,02192,2192.HK,filename_5digit_to_wind_hk_equity,2021-06-30,醫脈通,全球發售,51226263,e402535a5ab9e5e562d7a3273605e4b6c21e8daffb966c047a0f63b4308d200a,667,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02195,2021,02195_19-03-2021_盈滙企業控股_股份發售.pdf,2021_88份/02195_19-03-2021_盈滙企業控股_股份發售.pdf,02195,2195.HK,filename_5digit_to_wind_hk_equity,2021-03-19,盈滙企業控股,股份發售,36860001,387d23934f5d230c602ce038dde34f55ca64deae5e73b6c0837ad475a3803ebe,437,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02197,2021,02197_25-10-2021_三葉草生物－Ｂ_全球發售.pdf,2021_88份/02197_25-10-2021_三葉草生物－Ｂ_全球發售.pdf,02197,2197.HK,filename_5digit_to_wind_hk_equity,2021-10-25,三葉草生物－Ｂ,全球發售,11058518,64896e3b5ae9e541fa5581ca86ee93eb292cc764cd60aacadaa08cf58f6bb603,681,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02205,2021,02205_29-06-2021_康橋悅生活_全球發售.pdf,2021_88份/02205_29-06-2021_康橋悅生活_全球發售.pdf,02205,2205.HK,filename_5digit_to_wind_hk_equity,2021-06-29,康橋悅生活,全球發售,4908927,d5f913f7f40be9f96769ead230cf7c02c5b5a14ffc22be4689314e1faecf8bbe,570,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02207,2021,02207_30-06-2021_融信服務_全球發售.pdf,2021_88份/02207_30-06-2021_融信服務_全球發售.pdf,02207,2207.HK,filename_5digit_to_wind_hk_equity,2021-06-30,融信服務,全球發售,6099204,3e37ed4b3b26d434962308158da987274ab9c2106ebe8cf8f4d8705ccfd0efc5,529,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02209,2021,02209_28-06-2021_喆麗控股_全球發售.pdf,2021_88份/02209_28-06-2021_喆麗控股_全球發售.pdf,02209,2209.HK,filename_5digit_to_wind_hk_equity,2021-06-28,喆麗控股,全球發售,11733851,20b839383861db54f9670398bbb827af937dcc601e239a0f5c9d1ae7addf6109,606,true,not_run,0,true,development,shadow_automatic,B1 metadata inspection only; production Parser not run
ipo_2021_02210,2021,02210_29-10-2021_京城佳業_全球發售.pdf,2021_88份/02210_29-10-2021_京城佳業_全球發售.pdf,02210,2210.HK,filename_5digit_to_wind_hk_equity,2021-10-29,京城佳業,全球發售,4153353,b41b03c37383bee2f9a246bbffc366fd427efa2345e09863e7b63dc42e998f80,605,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02215,2021,02215_29-06-2021_德信服務集團_全球發售.pdf,2021_88份/02215_29-06-2021_德信服務集團_全球發售.pdf,02215,2215.HK,filename_5digit_to_wind_hk_equity,2021-06-29,德信服務集團,全球發售,3978420,994398f93e51959b8b94c3b9767970651c2099f60c9c1cc831ee2708939a48a1,562,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02216,2021,02216_13-09-2021_堃博醫療－Ｂ_全球發售.pdf,2021_88份/02216_13-09-2021_堃博醫療－Ｂ_全球發售.pdf,02216,2216.HK,filename_5digit_to_wind_hk_equity,2021-09-13,堃博醫療－Ｂ,全球發售,7367977,978c654616c13372bde8f76ec02ff2ea77424200eb013245a784adbd18ee654e,700,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02217,2021,02217_23-09-2021_譚仔國際_全球發售.pdf,2021_88份/02217_23-09-2021_譚仔國際_全球發售.pdf,02217,2217.HK,filename_5digit_to_wind_hk_equity,2021-09-23,譚仔國際,全球發售,9624043,c11ece66efe80c56b663c89c21ffc009c94c525c6288ba5d0938d4ec34ea89d2,514,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02219,2021,02219_24-06-2021_朝聚眼科_全球發售.pdf,2021_88份/02219_24-06-2021_朝聚眼科_全球發售.pdf,02219,2219.HK,filename_5digit_to_wind_hk_equity,2021-06-24,朝聚眼科,全球發售,7201379,5c0ea716cfa8957624ecd0021c3eef1553d4af5a2a0f3d922c4fd6dda392436b,562,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02235,2021,02235_06-10-2021_微泰醫療－Ｂ_全球發售.pdf,2021_88份/02235_06-10-2021_微泰醫療－Ｂ_全球發售.pdf,02235,2235.HK,filename_5digit_to_wind_hk_equity,2021-10-06,微泰醫療－Ｂ,全球發售,6653440,aef0d7097739d39590dc68ffac9110e82e640985e6f6ff8f86a39067016974e2,661,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02250,2021,02250_30-12-2021_德盈控股_全球發售.pdf,2021_88份/02250_30-12-2021_德盈控股_全球發售.pdf,02250,2250.HK,filename_5digit_to_wind_hk_equity,2021-12-30,德盈控股,全球發售,5929600,3700acff3d8918c2e1284d7dd31d4bbe82f35e1cf3de2ab53d855e5c9b4746b2,582,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02251,2021,02251_26-10-2021_鷹瞳科技－Ｂ_全球發售.pdf,2021_88份/02251_26-10-2021_鷹瞳科技－Ｂ_全球發售.pdf,02251,2251.HK,filename_5digit_to_wind_hk_equity,2021-10-26,鷹瞳科技－Ｂ,全球發售,50803150,858fbd3011ea6a91473e9dbcb29a0954d0946e3563ce8321cdf038bff713aef9,638,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02252,2021,02252_21-10-2021_微創機器人－Ｂ_全球發售.pdf,2021_88份/02252_21-10-2021_微創機器人－Ｂ_全球發售.pdf,02252,2252.HK,filename_5digit_to_wind_hk_equity,2021-10-21,微創機器人－Ｂ,全球發售,8304545,93b164d1b1aa2496e406dc0771a74c0fb186f8388aec3a5a35ba0706d843ec87,526,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02256,2021,02256_30-09-2021_和譽－Ｂ_全球發售.pdf,2021_88份/02256_30-09-2021_和譽－Ｂ_全球發售.pdf,02256,2256.HK,filename_5digit_to_wind_hk_equity,2021-09-30,和譽－Ｂ,全球發售,10021109,3cb1660d58ca682ed8fb82640e9c1d6bd2f5a9c37e27b583ff26cc16979b6316,632,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02257,2021,02257_20-12-2021_聖諾醫藥－Ｂ_全球發售.pdf,2021_88份/02257_20-12-2021_聖諾醫藥－Ｂ_全球發售.pdf,02257,2257.HK,filename_5digit_to_wind_hk_equity,2021-12-20,聖諾醫藥－Ｂ,全球發售,55410440,5b6b308b6eb9771b968a8877eb49766c0db19b03a0db1e9bd799f1e118fc394b,724,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02260,2021,02260_29-12-2021_環龍控股_全球發售.pdf,2021_88份/02260_29-12-2021_環龍控股_全球發售.pdf,02260,2260.HK,filename_5digit_to_wind_hk_equity,2021-12-29,環龍控股,全球發售,38044135,3b71f3f3ad5006955f873c491035360460522072cd7e79f1aecdf0b0cacd12b9,638,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02265,2021,02265_29-10-2021_鴻承環保科技_全球發售.pdf,2021_88份/02265_29-10-2021_鴻承環保科技_全球發售.pdf,02265,2265.HK,filename_5digit_to_wind_hk_equity,2021-10-29,鴻承環保科技,全球發售,8930706,21c6d48542f3944946f060bbafcf2d4ad41c8fd475b355064b10655a75ab7893,606,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2021_02270,2021,02270_30-11-2021_德商產投服務_全球發售.pdf,2021_88份/02270_30-11-2021_德商產投服務_全球發售.pdf,02270,2270.HK,filename_5digit_to_wind_hk_equity,2021-11-30,德商產投服務,全球發售,4454942,c66866c9603b4ab8a289d729803f8db0a01053fd31173f12aff82bd62ceec36e,595,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
