case_id,packet_present,audit_present,pass1_present,in_official_universe,official_cohort_year,official_dataset_split,annotation_source_year,annotation_dataset_split,identity_mismatch,oracle_buildable,failure_reason,effective_annotation_hash,content_hash
ipo_2022_02315,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_02321,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_02325,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_02347,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_02350,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_02352,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_02361,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_02367,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_02370,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_02372,True,True,True,True,2022,development,2022,development,,True,,f36b597ff6811f17574ec0d77533cd2ea6c031960ace3d692c46a460e494e37d,a205a5ec850c85b05661414e4d28c535fa9832ce9432e83d8b9d769fc672f1ce
ipo_2022_02373,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2022_02376,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_02385,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_02390,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_02391,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_02392,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_02402,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2022_02407,True,False,True,True,2022,development,2022,development,,True,,ca5f9b541e41cc0e158390559d51dfa603375c4be82399f7b66add749876388e,7df3bda18423ca79fa0da9a50361eb2ff6c6b3b5c52279e68093aed5fcfda862
ipo_2022_02411,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2022_02418,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_02420,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_02422,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_02425,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_02427,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_02436,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_02440,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_02450,True,True,True,True,2023,development,2022,development,cohort_year,True,,a5db7c2c6c02c5a96c0db37393c09ad4597727e89abe246de1b379765d0d47ef,df327c3293254b36d0dd5d0d9ebd6fd45bf35de49a3e84a9d601c1e1357247b4
ipo_2022_02455,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2022_02457,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_02458,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2022_02459,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2022_02469,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2022_02602,True,True,True,True,2022,development,2022,development,,True,,d1a4dd4ce21a383659c3e73efa11aa2992da03a390d3f1439f78b6113df025db,8d1a1d6e901116a01347e1c180d9d2ef90cb72c79eb04450e12f73e75d29b672
ipo_2022_03611,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_03660,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_03931,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_06610,True,True,True,True,2022,development,2022,development,,True,,9629ab5c28e69b7f3e2a512e53c0ebaad626a6621a15db56a9ffba209e34db02,cd1525fabc3f9dea4c9b7e77637fcac2d78a4669c1dc19fc7fafa870877c79f9
ipo_2022_06639,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_06660,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_06661,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_06667,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_06678,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_06686,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_06689,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_06696,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_06698,True,True,True,True,2022,development,2022,development,,True,,43fc67090d765f7215a3b0cf7696533bab51f23837980e662c91ce95a0579b3b,9df359f1af52579005cadd7ddab26e7bd479bda8e739c8f216d6603040349031
ipo_2022_06922,True,True,True,True,2022,development,2022,development,,True,,fef68600ba024bd59ba3c50f446f95279c3ad30da257ef3e2306003034ecf9ef,47a84e31fb9151d057a040190c8046f3fc1d228c12564168d61a5b8680c9aa0d
ipo_2022_06929,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_06955,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_06963,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_07801,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_07841,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_09638,True,True,True,True,2022,development,2022,development,,True,,aaeda0d9338c9c6c61a629c4490b3a9011dce18f1274d1f01b48746554a9da0f,14c1d6142611f854bf1f4dca6bb55d0143ec1428ec82f145dc6f6aed84262f84
ipo_2022_09696,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_09857,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_09863,True,True,True,True,2022,development,2022,development,,True,,76eac77e914c243ca06702246e50f4e6721c1d2a686f208bd2539eb6e33f353d,8644f37f2059c378f6c49700350999bfa761b8275bd1128f4c2506a7b4909221
ipo_2022_09877,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_09878,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_09886,True,True,True,True,2022,development,2022,development,,True,,97887a761c090eded2bdd4e32350fea35067a653857e02926faf5962fec08d38,849ba54b659f5b9dff6d0c6b5456cbaf616a6be72f4d88bc4fc006557a561764
ipo_2022_09896,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_09955,False,False,False,True,2022,development,,,,False,no_reviewed_gold,,
ipo_2022_09985,True,True,True,True,2022,development,2022,development,,True,,1f6b2a395593a8c26dd281661730cf3acf56da7531da7eeab2ac54cfe62b46de,f5dfd736fded911c5672e68299303547272547d4d59dd6b13b3a4d73e75830ec
ipo_2023_00666,True,True,True,True,2023,development,2023,development,,True,,85937cda271c5590f1785c102a4ac44adef9e5571efed4a8293d87316893b342,7dae9f67851665e7fd1d16104433d093fdae888f979039a2ebf91274380b7212
ipo_2023_01111,True,False,True,True,2023,development,2023,development,,True,,68943da2e62587cfa77bbea45c404560667012321e28fdefc5a5922019fe6a86,b71918e24577cc0c3d0a12a3da5c8bfd7de46a1cd679f8affecb0ffd0bb25b03
ipo_2023_01274,True,True,True,True,2023,development,2023,development,,True,,4fb7aaf01777161fa1ee08106b163c7f6ef59127abbf3f11b4400ed5dd131b69,6233868d3bd450749e98e1dc9d8c2441d4fade5612090459dac6f3471f43d0c9
ipo_2023_01284,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_01405,True,True,True,True,2023,development,2023,development,,True,,d1ef708d2bcb9bf4c9d6272e6c8db59b17e77c0b382cad5f3378fafccdaf8d8f,655943a9d836518491f6898a242b888527e00cd9c58280fef4e4fe723f3dca36
ipo_2023_01497,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_01519,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_01541,True,True,True,True,2023,development,2023,development,,True,,1d4b8ed9283192dfd7c7254ec73aab62fb332bbed01283ff1b713f5a51b44cb8,7c723082e61d85041f259349eaa48a35464e2aeb45a283220e3d2463457e169d
ipo_2023_01973,True,False,True,True,2023,development,2023,development,,True,,2f4f4556629be305125bd28816389d40754eed97723c9b83b5991dc252a2bff3,8eac19a5f8e989ec501c5d2a2dfff69682c74cdf64576cad7e4121e8de30027c
ipo_2023_02105,True,True,True,True,2023,development,2023,development,,True,,8be1ffb37d00eec1ff4f609957269dcd5c79a36e7bd9910bb5a218f4f2a450fe,3f87434a81b08d471aa26271727c30d05fc62bcba7846cbf9ef3cea8917d7a41
ipo_2023_02149,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_02268,True,False,True,True,2023,development,2023,development,,True,,7ad110d039d7b8cde57741f3cfe8b3d38fda50b272958c8bd8c9417911358b0b,66a67bd5ce270ea5e4feb264461b4538c07e0fec40a33f8a3638d517960235d2
ipo_2023_02271,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_02405,True,False,True,True,2023,development,2023,development,,True,,21686f53706d4f0c10a71fa878919ddaaa0ee21e85997830aae26a24aee73357,7c46d7cc9945c17778c3088399d2e5b0311f8b02700df69933d431d074c72f18
ipo_2023_02409,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_02415,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_02416,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_02419,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_02429,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_02433,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_02439,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_02442,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_02451,True,False,True,True,2023,development,2023,development,,True,,43665c25771eba7916e85f4a37d3dd0e2b88b5a31f15eef838fc41ad59630379,dbd1a5dcf708c6fd3e00ac4f4dbe211cf842d2fb1c48afae056615e3fe62d37d
ipo_2023_02453,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2023_02473,True,False,True,True,2023,development,2023,development,,True,,722e612f6b2f1d798468e2969fffa3609f1c74c7d95b62a2af1f104225e74227,06d964369650a05b57b22d4f8cad1c278bebf9e0dc5fe45d2880c707df3144d4
ipo_2023_02477,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2023_02480,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_02481,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_02482,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_02483,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_02486,True,False,True,True,2023,development,2023,development,,True,,38a6b97bb7cde951ba13b532b1b4e07b030ce923283307b20e1c6bfd09d80c98,f92f962aefff7a10bf8f97e7bb11343de3186183f06fe30c4bdbad52bf919484
ipo_2023_02487,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_02489,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_02490,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_02496,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_02498,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2023_02499,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_02501,True,False,True,True,2023,development,2023,development,,True,,8d8e607c7518a5ac61280544ee61a72c9091ea19edbd56a621d3872af2f37e1d,20b7c73265c388c33b4c080ae6c677bfd5c9a2659cdd16f0988cb57ac672944c
ipo_2023_02502,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_02503,True,False,True,True,2024,validation,2023,development,"cohort_year,dataset_split",True,,b6a0f0d4c2c1314f20403074ba52c51376b3b6244b18a46ad71f8ddb53d4c8da,d3cd579fd827486eaed3b58b8a7bf8519bb70d994e19a96cd86df232de1e56b6
ipo_2023_02511,True,True,True,True,2023,development,2023,development,,True,,33ff1e0cd9d16d934df6eacf323b05ad63279c20ceb9846739db6ab117e51f9d,af1cb29a85485974f7bc0b125a3b286b52fbe51c9643e45575c976170d4576c3
ipo_2023_02516,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_02517,True,True,True,True,2023,development,2023,development,,True,,8abf3b1ff09027cd02c5a1a37e56d7594eb6556cf56b9dc08b21070cef3e1696,38013d1e5f20a87ffe7d3cd9eeaca4327b5a9e5c54114b79ff46b3bcf1453801
ipo_2023_02520,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_02521,True,False,True,True,2023,development,2023,development,,True,,f1a83e06d808bbab1583a21d40c705782ee059b9ca77ffe2b554bfa7e9169c29,98e7ae7ab8143752a54a7e1bb1e5c83b8fadb5019a6c46c0a297cf8bf412fea1
ipo_2023_03650,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_06682,True,True,True,True,2023,development,2023,development,,True,,5dc2b1ca2892d1eedeef845744fa14808ada32fae21078e12cc83abf889826f7,3fe3e146b5f4047162a1b793cc4bf974ff47135c57c9a92b260c337bb42e1bb5
ipo_2023_06683,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_06911,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_06959,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2023_06979,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_06990,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_09636,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_09663,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_09669,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_09676,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_09686,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_09690,True,True,True,True,2023,development,2023,development,,True,,6983c173c4e1a7511d8e26312eb07abbbac59e1c5f4d357b99111234f15e9e42,ec20b1ed835bc19369bc4571a9b1a89c390fa9b7c7955acef767a182c3d78658
ipo_2023_09860,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_09880,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_09885,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_09890,False,False,False,True,2023,development,,,,False,no_reviewed_gold,,
ipo_2023_09930,True,False,True,True,2023,development,2023,development,,True,,18ab18a3ee17ef7f2fec053b101817882c284784e588300dc0bdf469a15e6113,b97955700a67ef732e48b25d7f51299614eddd1c4b3944ae2995221102f00e28
ipo_2024_00300,True,True,True,True,2024,validation,2024,validation,,True,,f8887b0cb586bf0864a902532e662d5e39140bd897d0a32ec5a9c8c5ddd904d1,4af96430b1de59bc50f8043909517445c4025c6f4fdf475c45a3f8bdc6cf104d
ipo_2024_00805,True,True,True,False,,,2024,validation,not_in_official_universe,True,,f169f1980dc6dfb83f29fd4793cff9114da01a6aa7182c76c31b727f3d21dd39,af775d139ad1c742dd67ae1413666f9057c33ae3966e87a19c01ab2d85944cf8
ipo_2024_00917,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_00999,True,True,True,True,2024,validation,2024,validation,,True,,2486a226c6fa9b9490d807e21e8ee90d3489e29cd251956997a52468d4dd29f2,36b4673f3d3e79726187ebd6a8732e21f6a3955d6e1789fe48d8a1b91eb1e1e3
ipo_2024_01318,True,True,True,True,2024,validation,2024,validation,,True,,88b6b1d9777a6ce368ce1e906c1e1d9ab69f1f7d8bd6bd2ee79af27e7a826caa,56b253fa6bbe8aeef9e56ff16d77f3866e8e79db11106b4f834d64a533a4e224
ipo_2024_01334,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_01354,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_01471,True,True,True,True,2024,validation,2024,validation,,True,,57204abc62f81a9bab298d55283aef224dfe6ff51ec11c3e4a65b730b7e35461,b237340a7befde849f5b1cc2431924f7c0afd637c83d5704b2f22938fe72c487
ipo_2024_02228,True,True,True,True,2024,validation,2024,validation,,True,,486a37cbcae52487398bffe28debcfe55b7825fed8ee68814ff530a0e8cf4225,a9ea5d4cfca8d7b7fea71bd0ba62ca5a9dafe98f223b4bee80058bb790c03c41
ipo_2024_02410,True,True,True,True,2024,validation,2024,development_exception,dataset_split,True,,277f4b330919f5b4a56b2bae3a6c4350ca4d8636073c06296adc8eea0e8a2b64,1e19b1432e9e0f719257c4c0bf511bdb2dffd4c4b39c56fb5bb9e61f7c8a0f8d
ipo_2024_02431,True,True,True,True,2024,validation,2024,validation,,True,,eaa2f7891f38eeaea9ee30bbed06f106f18f57cabe93898e4754751f10d0f89b,7a737f2a53a339b4d875a114133735e00bbc24f9b54b5ba44af8c1ba8f3b1d52
ipo_2024_02432,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02438,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02443,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02460,True,True,True,True,2024,validation,2024,validation,,True,,8357e24155c98f1d69662ddeca3e6e19b5ffc72d778275470d1d5beaae3a9455,e1524db0eac6daa30f7ecec6a1d61ad7ed1e0fd11e6215c5bfd3255c5f7f72c4
ipo_2024_02465,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02479,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02495,True,True,True,True,2024,validation,2024,validation,,True,,c652c3b21e52cf6bf3ca84ebb5255eed453d901d10f2ed728babccac34f1ae20,bfa6c525d71e33fd8382ec463e9860fee2a9f034e4f77c137e0094f921e30bf6
ipo_2024_02497,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02505,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02506,True,True,True,True,2024,validation,2024,validation,,True,,63c7151e2863ce7bfe2c9ca7fee5f5a73c50907c2d4c608483ca32c8512a9abe,dc21aacc2d26223333cc3bfcb5fcf790ced2c5fc32b87a964cb144e7208a57d7
ipo_2024_02507,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02509,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02510,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02512,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02515,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02519,True,True,True,True,2024,validation,2024,validation,,True,,95a21c652e591150e6cf7cdb91f00840b487f6d802999fcd85f4f4e2af4ec4b6,fe4b3ce1d31403fb29d622e2c8ebe1f4fba1e42983c7ed844d6daea4b8be19a5
ipo_2024_02522,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02529,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02531,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02533,True,True,True,True,2024,validation,2024,validation,,True,,25f013a8a08f82baa0a8535f2d90a701c2a891e4850772c3f0e42f45a87f8cda,44e91daeaae9d04551f520eec4ec736fcdf8b484161e4853a6697adf74a023b1
ipo_2024_02535,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02536,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02540,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02545,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02549,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02550,True,True,True,True,2024,validation,2024,validation,,True,,289c0255ce849b809ef247206bcb7a7b96961e44b1eddab82f3299def841a9be,5b5e462aee2058300def86ceea44794a65e0d06bc8123eef09b9b7f68fec8be0
ipo_2024_02551,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02555,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02556,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02559,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02563,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02566,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02567,True,True,True,True,2024,validation,2024,validation,,True,,a63c873e8c651a3b4283132cc3526a155981fc9c580c20bb14484a3a83fc2f77,99f2c57d0982ae575803d35a7d09109fbac5be1479e2e674e59c69669efdd3f7
ipo_2024_02570,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02576,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02577,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02582,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02585,True,True,True,True,2024,validation,2024,validation,,True,,d2d020f798608b71cd1f3df09d592fdbcb4ca9d7388b71dec023f71d2749b9ac,9ee4f041ce229971e1b339273a8f4e07a098c33e2e9f7e7de4b02b9ced4dfc70
ipo_2024_02586,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02587,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02593,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02598,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02613,True,True,True,False,,,2024,validation,not_in_official_universe,True,,ae404e814172a765ceeee4aeb6dfcaeae94f6006a07e6d50451084a04487d7cd,99c13d0690708c289fcdac9eb170d6441473c8539589e57116bcf6f17e9c8ab8
ipo_2024_02881,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_02898,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_06086,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_06181,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_06657,True,True,True,True,2024,validation,2024,validation,,True,,e1f1e71a1191ca52e9872203e6e6415c98ea3b6ae4676438fc07f5f0c9796227,cfe5de11a283a146cce08fbef39e801760b47073134b88d2ec85f4d3a54c31f2
ipo_2024_06936,True,True,True,True,2024,validation,2024,validation,,True,,72fd5687b2521c172794bf3fcb5b211d2912e4af50d1852299958d3787b07886,6e312c017e0e7ec69c2d198d8a48d554d607bfb6b5fb55c1bdea83390d749b36
ipo_2024_08529,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_08629,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_08637,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_09639,True,True,True,True,2024,validation,2024,validation,,True,,c760e88d03aea723e484cab93fdf2e2b3263f346c6e4163b7a9b4133a9634ec1,6a69e5aa67ec92c4a98f225537cfd3689087b469d939773d1c321c56405518cc
ipo_2024_09660,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_09680,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
ipo_2024_09879,False,False,False,True,2024,validation,,,,False,no_reviewed_gold,,
real_case_001,True,False,True,False,,,,development_exception,,False,ValueError: invalid gold annotation: SCHEMA_INVALID,,
